station_name,snapshot_time,bikes_available,docks_available,capacity
Carmine St & 6 Ave,2026-08-23T04:59:00,12,18,30
Christopher St & Greenwich St,2026-08-23T04:59:00,15,15,30
E 7 St & Avenue A,2026-08-23T04:59:00,18,17,35
West St & Chambers St,2026-08-23T04:59:00,23,22,45
South End Ave & Liberty St ,2026-08-23T04:59:00,17,18,35
vesey pl & river terrace,2026-08-23T04:59:00,22,18,40
Cleveland Pl & Spring St,2026-08-23T04:59:00,19,16,35
Broadway & Battery Pl,2026-08-23T04:59:00,19,21,40
1 Ave & E 68 St,2026-08-23T04:59:00,16,24,40
e 72 st & york ave,2026-08-23T04:59:00,19,16,35
Lexington Ave & E 63 St,2026-08-23T04:59:00,20,15,35
E 75 St & 3 Ave,2026-08-23T04:59:00,15,15,30
W 41 St & 8 Ave,2026-08-23T05:59:00,33,22,55
Pershing Square North,2026-08-23T05:59:00,25,35,60
E 47 St & Park Ave,2026-08-23T05:59:00,20,20,40
broadway & w 41 st,2026-08-23T05:59:00,24,21,45
W 33 St & 7 Ave,2026-08-23T05:59:00,24,26,50
6 Ave & W 33 St,2026-08-23T05:59:00,19,16,35
E 43 St & Vanderbilt Ave,2026-08-23T05:59:00,21,19,40
W 45 St & 6 Ave,2026-08-23T05:59:00,17,18,35
W 21 St & 6 Ave,2026-08-23T05:59:00,24,21,
8 Ave & W 31 St,2026-08-23T05:59:00,27,23,50
W 20 St & 11 Ave,2026-08-23T05:59:00,16,14,30
W 26 St & 8 Ave,2026-08-23T05:59:00,19,16,35
W 17 St & 8 Ave,2026-08-23T05:59:00,17,23,40
9 Ave & W 22 St,2026-08-23T05:59:00,17,13,30
Broadway & E 14 St,2026-08-23T05:59:00,23,27,50
Lafayette St & E 8 St,2026-08-23T05:59:00,23,22,45
E 17 St & Broadway ,2026-08-23T05:59:00,22,18,40
University Pl & E 14 St,2026-08-23T05:59:00,17,18,35
Carmine St & 6 Ave,2026-08-23T05:59:00,10,20,30
Christopher St & Greenwich St,2026-08-23T05:59:00,14,16,30
E 7 St & Avenue A,2026-08-23T05:59:00,18,17,35
West St & Chambers St ,2026-08-23T05:59:00,24,21,45
South End Ave & Liberty St,2026-08-23T05:59:00,17,18,35
Vesey Pl & River Terrace,2026-08-23T05:59:00,22,18,40
Cleveland Pl & Spring St ,2026-08-23T05:59:00,19,16,35
Broadway & Battery Pl,2026-08-23T05:59:00,18,22,40
1 Ave & E 68 St ,2026-08-23T05:59:00,16,24,40
E 72 St & York Ave,2026-08-23T05:59:00,21,14,
lexington ave & e 63 st,2026-08-23T05:59:00,21,14,35
E 75 St & 3 Ave,2026-08-23T05:59:00,16,14,30
W 41 St & 8 Ave,2026-08-23T06:59:00,33,22,55
Pershing Square North,2026-08-23T06:59:00,26,34,
E 47 St & Park Ave,2026-08-23T06:59:00,21,19,40
Broadway & W 41 St,2026-08-23T06:59:00,24,21,45
w 33 st & 7 ave,2026-08-23T06:59:00,24,26,50
6 Ave & W 33 St,2026-08-23T06:59:00,19,16,35
E  43 St & Vanderbilt Ave,2026-08-23T06:59:00,19,21,40
W 45 St & 6 Ave,2026-08-23T06:59:00,16,19,35
W 21 St & 6 Ave,2026-08-23T06:59:00,23,22,45
8 Ave & W 31 St,2026-08-23T06:59:00,27,23,50
W 20 St & 11 Ave,2026-08-23T06:59:00,16,14,30
W 26 St & 8 Ave,2026-08-23T06:59:00,18,17,35
W 17 St & 8 Ave,2026-08-23T06:59:00,17,23,40
9 Ave & W 22 St,2026-08-23T06:59:00,17,13,30
Broadway & E 14 St,2026-08-23T06:59:00,23,27,
Lafayette St & E 8 St,2026-08-23T06:59:00,22,23,45
E 17 St & Broadway,2026-08-23T06:59:00,22,18,40
University Pl & E 14 St,2026-08-23T06:59:00,16,19,35
Carmine St & 6 Ave,2026-08-23T06:59:00,10,20,30
Christopher St & Greenwich St,2026-08-23T06:59:00,15,15,30
E 7 St & Avenue A,2026-08-23T06:59:00,17,18,35
West St & Chambers St ,2026-08-23T06:59:00,23,22,45
South End Ave & Liberty St,2026-08-23T06:59:00,16,19,35
Vesey Pl & River Terrace,2026-08-23T06:59:00,23,17,40
Cleveland Pl & Spring St,2026-08-23T06:59:00,20,15,35
Broadway & Battery Pl,2026-08-23T06:59:00,19,21,
1 Ave & E 68 St,2026-08-23T06:59:00,15,25,40
E 72 St and York Ave,2026-08-23T06:59:00,22,13,35
Lexington Ave & E 63 St,2026-08-23T06:59:00,22,13,35
E 75 St & 3 Ave,2026-08-23T06:59:00,17,13,30
W 41 St & 8 Ave,2026-08-23T07:59:00,32,23,
Pershing Square North,2026-08-23T07:59:00,26,34,60
E 47 St & Park Ave,2026-08-23T07:59:00,21,19,40
Broadway & W 41 St,2026-08-23T07:59:00,25,20,45
W 33 St & 7 Ave,2026-08-23T07:59:00,24,26,
6 Ave & W 33 St,2026-08-23T07:59:00,18,17,35
E 43 St & Vanderbilt Ave ,2026-08-23T07:59:00,19,21,40
W 45 St & 6 Ave,2026-08-23T07:59:00,17,18,
W 21 St & 6 Ave,2026-08-23T07:59:00,24,21,45
8 Ave & W 31 St,2026-08-23T07:59:00,28,22,50
W 20 St & 11 Ave,2026-08-23T07:59:00,15,15,30
W 26 St & 8 Ave,2026-08-23T07:59:00,20,15,35
W 17 St & 8 Ave,2026-08-23T07:59:00,16,24,40
9 Ave & W 22 St,2026-08-23T07:59:00,16,14,
Broadway & E 14 St,2026-08-23T07:59:00,22,28,50
Lafayette St & E 8 St,2026-08-23T07:59:00,21,24,45
E 17 St & Broadway,2026-08-23T07:59:00,21,19,40
University Pl & E 14 St,2026-08-23T07:59:00,16,19,35
Carmine St & 6 Ave,2026-08-23T07:59:00,10,20,
Christopher St & Greenwich St,2026-08-23T07:59:00,14,16,30
E 7 St & Avenue A,2026-08-23T07:59:00,18,17,35
West St & Chambers St,2026-08-23T07:59:00,24,21,45
South End Ave & Liberty St,2026-08-23T07:59:00,16,19,35
Vesey Pl & River Terrace,2026-08-23T07:59:00,22,18,40
Cleveland Pl & Spring St,2026-08-23T07:59:00,21,14,35
Broadway & Battery Pl,2026-08-23T07:59:00,18,22,40
1 Ave & E 68 St,2026-08-23T07:59:00,14,26,40
E 72 St & York Ave,2026-08-23T07:59:00,22,13,
Lexington Ave & E 63 St,2026-08-23T07:59:00,21,14,35
E 75 St & 3 Ave,2026-08-23T07:59:00,16,14,30
w 41 st & 8 ave,2026-08-23T08:59:00,33,22,
Pershing Square North,2026-08-23T08:59:00,26,34,60
E 47 St & Park Ave,2026-08-23T08:59:00,21,19,40
Broadway & W 41 St,2026-08-23T08:59:00,25,20,45
W 33 St & 7 Ave,2026-08-23T08:59:00,25,25,50
6 Ave & W 33 St,2026-08-23T08:59:00,18,17,35
E 43 St & Vanderbilt Ave,2026-08-23T08:59:00,20,20,40
W 45 St & 6 Ave,2026-08-23T08:59:00,18,17,35
W 21 St & 6 Ave,2026-08-23T08:59:00,24,21,45
8 Ave & W 31 St,2026-08-23T08:59:00,27,23,50
W 20 St & 11 Ave,2026-08-23T08:59:00,15,15,30
W 26 St & 8 Ave,2026-08-23T08:59:00,19,16,35
W 17 St & 8 Ave,2026-08-23T08:59:00,18,22,40
9 ave & w 22 st,2026-08-23T08:59:00,15,15,30
Broadway & E 14 St,2026-08-23T08:59:00,22,28,50
Lafayette St & E 8 St,2026-08-23T08:59:00,21,24,45
E 17 St & Broadway,2026-08-23T08:59:00,21,19,40
University Pl & E 14 St,2026-08-23T08:59:00,15,20,35
Carmine St & 6 Ave,2026-08-23T08:59:00,10,20,30
Christopher St & Greenwich St,2026-08-23T08:59:00,15,15,
E 7 St & Avenue A,2026-08-23T08:59:00,17,18,35
West St & Chambers St,2026-08-23T08:59:00,24,21,45
South End Ave & Liberty St,2026-08-23T08:59:00,15,20,35
Vesey Pl & River Terrace,2026-08-23T08:59:00,21,19,
cleveland pl & spring st,2026-08-23T08:59:00,20,15,35
Broadway & Battery Pl,2026-08-23T08:59:00,18,22,40
1 Ave & E 68 St,2026-08-23T08:59:00,14,26,40
E 72 St & York Ave,2026-08-23T08:59:00,22,13,35
Lexington Ave & E 63 St,2026-08-23T08:59:00,22,13,
e 75 st & 3 ave,2026-08-23T08:59:00,17,13,30
W 41 St & 8 Ave,2026-08-23T09:59:00,32,23,
Pershing Square North,2026-08-23T09:59:00,25,35,60
E 47 St & Park Ave,2026-08-23T09:59:00,22,18,40
Broadway & W 41 St,2026-08-23T09:59:00,24,21,45
W 33 St & 7 Ave,2026-08-23T09:59:00,25,25,50
6 Ave & W 33 St,2026-08-23T09:59:00,19,16,35
E 43 St & Vanderbilt Ave,2026-08-23T09:59:00,20,20,40
W 45 St & 6 Ave,2026-08-23T09:59:00,18,17,35
W  21 St & 6 Ave,2026-08-23T09:59:00,25,20,45
8 Ave and W 31 St,2026-08-23T09:59:00,27,23,50
W 20 St & 11 Ave,2026-08-23T09:59:00,15,15,30
W 26 St & 8 Ave,2026-08-23T09:59:00,20,15,35
W 17 St & 8 Ave,2026-08-23T09:59:00,18,22,40
9 Ave & W 22 St,2026-08-23T09:59:00,17,13,30
Broadway & E 14 St,2026-08-23T09:59:00,22,28,50
Lafayette St & E 8 St,2026-08-23T09:59:00,22,23,45
E 17 St & Broadway,2026-08-23T09:59:00,21,19,40
University Pl & E 14 St,2026-08-23T09:59:00,16,19,35
Carmine St & 6 Ave,2026-08-23T09:59:00,10,20,30
Christopher St & Greenwich St,2026-08-23T09:59:00,15,15,30
E  7 St & Avenue A,2026-08-23T09:59:00,17,18,35
West St & Chambers St,2026-08-23T09:59:00,24,21,45
south end ave & liberty st,2026-08-23T09:59:00,16,19,35
Vesey Pl & River Terrace,2026-08-23T09:59:00,21,19,40
Cleveland Pl & Spring St,2026-08-23T09:59:00,21,14,
Broadway & Battery Pl,2026-08-23T09:59:00,18,22,40
1 Ave & E 68 St,2026-08-23T09:59:00,13,27,40
E 72 St & York Ave,2026-08-23T09:59:00,22,13,35
Lexington Ave & E 63 St,2026-08-23T09:59:00,22,13,35
E 75 St & 3 Ave,2026-08-23T09:59:00,16,14,30
W 41 St & 8 Ave,2026-08-23T10:59:00,32,23,55
Pershing Square North,2026-08-23T10:59:00,27,33,60
E 47 St & Park Ave,2026-08-23T10:59:00,21,19,40
Broadway & W 41 St,2026-08-23T10:59:00,24,21,45
W 33 St & 7 Ave,2026-08-23T10:59:00,26,24,50
6 Ave & W 33 St,2026-08-23T10:59:00,20,15,35
E 43 St & Vanderbilt Ave,2026-08-23T10:59:00,20,20,
W 45 St & 6 Ave,2026-08-23T10:59:00,18,17,35
W 21 St & 6 Ave,2026-08-23T10:59:00,25,20,45
8 Ave & W 31 St,2026-08-23T10:59:00,27,23,50
W 20 St & 11 Ave,2026-08-23T10:59:00,15,15,30
W 26 St & 8 Ave,2026-08-23T10:59:00,21,14,35
W 17 St & 8 Ave,2026-08-23T10:59:00,17,23,40
9 Ave & W 22 St,2026-08-23T10:59:00,17,13,30
Broadway & E 14 St,2026-08-23T10:59:00,22,28,50
lafayette st & e 8 st,2026-08-23T10:59:00,22,23,45
E 17 St & Broadway,2026-08-23T10:59:00,23,17,40
University Pl & E 14 St,2026-08-23T10:59:00,17,18,35
Carmine St & 6 Ave,2026-08-23T10:59:00,10,20,30
Christopher St & Greenwich St,2026-08-23T10:59:00,16,14,30
E 7 St & Avenue A,2026-08-23T10:59:00,17,18,35
West St & Chambers St,2026-08-23T10:59:00,22,23,45
South End Ave & Liberty St,2026-08-23T10:59:00,16,19,35
Vesey Pl & River Terrace,2026-08-23T10:59:00,22,18,40
cleveland pl & spring st,2026-08-23T10:59:00,21,14,35
Broadway and Battery Pl,2026-08-23T10:59:00,19,21,40
1 Ave & E 68 St,2026-08-23T10:59:00,14,26,40
E 72 St & York Ave,2026-08-23T10:59:00,23,12,
Lexington Ave & E 63 St ,2026-08-23T10:59:00,22,13,35
E 75 St & 3 Ave,2026-08-23T10:59:00,18,12,30
W  41 St & 8 Ave,2026-08-23T11:59:00,32,23,55
Pershing Square North,2026-08-23T11:59:00,26,34,60
E 47 St & Park Ave,2026-08-23T11:59:00,20,20,40
Broadway & W 41 St,2026-08-23T11:59:00,25,20,45
w 33 st & 7 ave,2026-08-23T11:59:00,25,25,50
6 Ave & W 33 St,2026-08-23T11:59:00,20,15,35
E 43 St & Vanderbilt Ave,2026-08-23T11:59:00,20,20,40
W 45 St & 6 Ave,2026-08-23T11:59:00,18,17,
W 21 St & 6 Ave,2026-08-23T11:59:00,25,20,45
8  Ave & W 31 St,2026-08-23T11:59:00,27,23,50
w 20 st & 11 ave,2026-08-23T11:59:00,14,16,30
W 26 St & 8 Ave,2026-08-23T11:59:00,21,14,35
W 17 St & 8 Ave,2026-08-23T11:59:00,16,24,40
9 Ave & W 22 St,2026-08-23T11:59:00,16,14,30
Broadway & E 14 St ,2026-08-23T11:59:00,23,27,50
Lafayette St & E 8 St ,2026-08-23T11:59:00,21,24,
e 17 st & broadway,2026-08-23T11:59:00,23,17,40
University Pl & E 14 St,2026-08-23T11:59:00,17,18,35
Carmine St & 6 Ave,2026-08-23T11:59:00,10,20,
Christopher St & Greenwich St,2026-08-23T11:59:00,15,15,30
e 7 st & avenue a,2026-08-23T11:59:00,17,18,35
West St & Chambers St,2026-08-23T11:59:00,22,23,45
South End Ave & Liberty St,2026-08-23T11:59:00,16,19,
Vesey Pl & River Terrace,2026-08-23T11:59:00,22,18,40
Cleveland Pl & Spring St,2026-08-23T11:59:00,21,14,35
Broadway & Battery Pl,2026-08-23T11:59:00,19,21,40
1 Ave & E 68 St,2026-08-23T11:59:00,13,27,40
E 72 St & York Ave ,2026-08-23T11:59:00,22,13,35
Lexington Ave & E 63 St,2026-08-23T11:59:00,21,14,35
E 75 St & 3 Ave,2026-08-23T11:59:00,17,13,30
W 41 St & 8 Ave,2026-08-23T12:59:00,33,22,
Pershing Square North,2026-08-23T12:59:00,26,34,60
E 47 St & Park Ave,2026-08-23T12:59:00,20,20,40
Broadway & W 41 St,2026-08-23T12:59:00,25,20,45
W 33 St & 7 Ave,2026-08-23T12:59:00,26,24,50
6 Ave and W 33 St,2026-08-23T12:59:00,21,14,35
E 43 St & Vanderbilt Ave,2026-08-23T12:59:00,20,20,40
W 45 St & 6 Ave,2026-08-23T12:59:00,17,18,35
W 21 St & 6 Ave,2026-08-23T12:59:00,25,20,45
8 Ave & W 31 St,2026-08-23T12:59:00,27,23,50
W 20 St and 11 Ave,2026-08-23T12:59:00,14,16,
W 26 St & 8 Ave ,2026-08-23T12:59:00,21,14,35
W 17 St & 8 Ave,2026-08-23T12:59:00,14,26,40
9 Ave & W 22 St,2026-08-23T12:59:00,16,14,30
Broadway & E 14 St,2026-08-23T12:59:00,23,27,50
Lafayette St & E 8 St,2026-08-23T12:59:00,21,24,45
E 17 St & Broadway,2026-08-23T12:59:00,23,17,40
University Pl & E 14 St,2026-08-23T12:59:00,18,17,35
Carmine St & 6 Ave,2026-08-23T12:59:00,9,21,30
christopher st & greenwich st,2026-08-23T12:59:00,15,15,30
E 7 St & Avenue A ,2026-08-23T12:59:00,17,18,35
West St & Chambers St,2026-08-23T12:59:00,23,22,45
South End Ave & Liberty St,2026-08-23T12:59:00,16,19,35
Vesey Pl & River Terrace,2026-08-23T12:59:00,23,17,
Cleveland Pl & Spring St ,2026-08-23T12:59:00,21,14,35
Broadway & Battery Pl,2026-08-23T12:59:00,19,21,40
1 Ave & E 68 St,2026-08-23T12:59:00,14,26,40
E 72 St & York Ave,2026-08-23T12:59:00,22,13,
lexington ave & e 63 st,2026-08-23T12:59:00,21,14,35
E 75 St & 3 Ave,2026-08-23T12:59:00,17,13,30
W 41 St & 8 Ave,2026-08-23T13:59:00,33,22,55
Pershing Square North,2026-08-23T13:59:00,27,33,60
E 47 St & Park Ave,2026-08-23T13:59:00,20,20,
Broadway & W 41 St,2026-08-23T13:59:00,25,20,45
W 33 St & 7 Ave,2026-08-23T13:59:00,26,24,50
6 Ave & W 33 St,2026-08-23T13:59:00,23,12,35
E 43 St & Vanderbilt Ave,2026-08-23T13:59:00,20,20,40
W 45 St & 6 Ave,2026-08-23T13:59:00,17,18,35
W 21 St & 6 Ave,2026-08-23T13:59:00,24,21,45
8 Ave & W 31 St,2026-08-23T13:59:00,27,23,50
W 20 St & 11 Ave,2026-08-23T13:59:00,14,16,30
W 26 St and 8 Ave,2026-08-23T13:59:00,21,14,
W 17 St & 8 Ave,2026-08-23T13:59:00,14,26,40
9 Ave & W 22 St,2026-08-23T13:59:00,15,15,30
Broadway & E 14 St,2026-08-23T13:59:00,23,27,50
Lafayette St & E 8 St,2026-08-23T13:59:00,21,24,45
E 17 St & Broadway,2026-08-23T13:59:00,24,16,40
University Pl & E 14 St,2026-08-23T13:59:00,17,18,35
Carmine St & 6 Ave,2026-08-23T13:59:00,10,20,
Christopher St & Greenwich St,2026-08-23T13:59:00,13,17,30
E 7 St & Avenue A,2026-08-23T13:59:00,16,19,35
West St & Chambers St,2026-08-23T13:59:00,23,22,45
South End Ave & Liberty St,2026-08-23T13:59:00,15,20,35
Vesey Pl & River Terrace,2026-08-23T13:59:00,25,15,40
Cleveland Pl & Spring St,2026-08-23T13:59:00,21,14,35
Broadway & Battery Pl,2026-08-23T13:59:00,19,21,40
1 Ave & E 68 St,2026-08-23T13:59:00,13,27,40
E 72 St & York Ave,2026-08-23T13:59:00,24,11,
Lexington Ave & E 63 St,2026-08-23T13:59:00,23,12,
E 75 St & 3 Ave,2026-08-23T13:59:00,17,13,30
W 41 St & 8 Ave,2026-08-23T14:59:00,32,23,55
Pershing Square North,2026-08-23T14:59:00,27,33,60
E 47 St & Park Ave,2026-08-23T14:59:00,19,21,40
Broadway & W 41 St,2026-08-23T14:59:00,25,20,45
W 33 St & 7 Ave,2026-08-23T14:59:00,26,24,
6 Ave & W 33 St,2026-08-23T14:59:00,24,11,35
E  43 St & Vanderbilt Ave,2026-08-23T14:59:00,21,19,40
W 45 St & 6 Ave,2026-08-23T14:59:00,17,18,35
w 21 st & 6 ave,2026-08-23T14:59:00,25,20,45
8 Ave & W 31 St,2026-08-23T14:59:00,26,24,50
W 20 St & 11 Ave,2026-08-23T14:59:00,14,16,30
W 26 St & 8 Ave,2026-08-23T14:59:00,20,15,35
W 17 St & 8 Ave,2026-08-23T14:59:00,15,25,40
9 Ave & W 22 St,2026-08-23T14:59:00,15,15,30
Broadway & E 14 St,2026-08-23T14:59:00,24,26,50
Lafayette St & E 8 St ,2026-08-23T14:59:00,20,25,45
E 17 St & Broadway,2026-08-23T14:59:00,24,16,40
University Pl & E 14 St,2026-08-23T14:59:00,17,18,35
Carmine St & 6 Ave,2026-08-23T14:59:00,9,21,30
christopher st & greenwich st,2026-08-23T14:59:00,13,17,30
E 7 St & Avenue A,2026-08-23T14:59:00,16,19,35
West St & Chambers St ,2026-08-23T14:59:00,23,22,45
South End Ave & Liberty St,2026-08-23T14:59:00,14,21,
Vesey Pl & River Terrace,2026-08-23T14:59:00,25,15,
Cleveland Pl & Spring St,2026-08-23T14:59:00,20,15,35
Broadway & Battery Pl,2026-08-23T14:59:00,18,22,40
1 Ave & E 68 St,2026-08-23T14:59:00,14,26,40
E 72 St & York Ave,2026-08-23T14:59:00,24,11,
Lexington Ave & E 63 St,2026-08-23T14:59:00,22,13,35
E 75 St & 3 Ave,2026-08-23T14:59:00,18,12,30
W 41 St & 8 Ave,2026-08-23T15:59:00,33,22,55
Pershing Square North,2026-08-23T15:59:00,26,34,60
E 47 St & Park Ave,2026-08-23T15:59:00,19,21,40
Broadway & W 41 St,2026-08-23T15:59:00,25,20,45
W 33 St & 7 Ave,2026-08-23T15:59:00,26,24,50
6 Ave & W 33 St,2026-08-23T15:59:00,24,11,35
E 43 St & Vanderbilt Ave,2026-08-23T15:59:00,22,18,40
W 45 St & 6 Ave,2026-08-23T15:59:00,15,20,35
W 21 St & 6 Ave,2026-08-23T15:59:00,24,21,45
8 Ave & W 31 St,2026-08-23T15:59:00,26,24,50
W 20 St & 11 Ave,2026-08-23T15:59:00,13,17,30
W 26 St & 8 Ave,2026-08-23T15:59:00,20,15,35
W 17 St & 8 Ave,2026-08-23T15:59:00,15,25,40
9 Ave & W 22 St,2026-08-23T15:59:00,15,15,30
Broadway & E 14 St,2026-08-23T15:59:00,23,27,50
Lafayette St & E 8 St,2026-08-23T15:59:00,21,24,45
E 17 St & Broadway,2026-08-23T15:59:00,23,17,40
University Pl & E 14 St,2026-08-23T15:59:00,18,17,35
Carmine St & 6 Ave,2026-08-23T15:59:00,9,21,30
Christopher St & Greenwich St,2026-08-23T15:59:00,12,18,30
E 7 St & Avenue A,2026-08-23T15:59:00,16,19,35
West St & Chambers St,2026-08-23T15:59:00,23,22,45
South End Ave & Liberty St,2026-08-23T15:59:00,15,20,35
Vesey Pl & River Terrace,2026-08-23T15:59:00,25,15,40
Cleveland Pl & Spring St,2026-08-23T15:59:00,19,16,35
Broadway & Battery Pl,2026-08-23T15:59:00,17,23,40
1 Ave & E 68 St,2026-08-23T15:59:00,15,25,40
E 72 St & York Ave,2026-08-23T15:59:00,25,10,35
lexington ave & e 63 st,2026-08-23T15:59:00,22,13,35
E 75 St & 3 Ave,2026-08-23T15:59:00,18,12,30
W 41 St and 8 Ave,2026-08-23T16:59:00,34,21,55
Pershing Square North,2026-08-23T16:59:00,26,34,60
E 47 St & Park Ave,2026-08-23T16:59:00,18,22,40
Broadway & W 41 St,2026-08-23T16:59:00,26,19,45
W 33 St & 7 Ave,2026-08-23T16:59:00,25,25,
6 Ave & W 33 St,2026-08-23T16:59:00,23,12,35
E 43 St & Vanderbilt Ave,2026-08-23T16:59:00,22,18,40
W 45 St & 6 Ave,2026-08-23T16:59:00,16,19,35
W 21 St & 6 Ave,2026-08-23T16:59:00,25,20,45
8 Ave & W 31 St,2026-08-23T16:59:00,25,25,50
W 20 St & 11 Ave,2026-08-23T16:59:00,13,17,
W 26 St & 8 Ave,2026-08-23T16:59:00,20,15,35
W 17 St & 8 Ave,2026-08-23T16:59:00,16,24,40
9 Ave & W 22 St,2026-08-23T16:59:00,15,15,
Broadway & E 14 St,2026-08-23T16:59:00,23,27,50
Lafayette St & E 8 St,2026-08-23T16:59:00,20,25,45
E 17 St & Broadway,2026-08-23T16:59:00,23,17,
University Pl & E 14 St,2026-08-23T16:59:00,17,18,
Carmine St & 6 Ave,2026-08-23T16:59:00,9,21,30
Christopher St & Greenwich St,2026-08-23T16:59:00,11,19,30
E 7 St & Avenue A,2026-08-23T16:59:00,15,20,35
West St & Chambers St,2026-08-23T16:59:00,22,23,45
South End Ave & Liberty St,2026-08-23T16:59:00,16,19,35
Vesey Pl & River Terrace,2026-08-23T16:59:00,25,15,40
Cleveland Pl & Spring St,2026-08-23T16:59:00,18,17,
Broadway & Battery Pl,2026-08-23T16:59:00,18,22,40
1 Ave & E 68 St,2026-08-23T16:59:00,15,25,40
e 72 st & york ave,2026-08-23T16:59:00,23,12,
Lexington Ave & E 63 St,2026-08-23T16:59:00,23,12,35
E  75 St & 3 Ave,2026-08-23T16:59:00,17,13,30
W 41 St & 8 Ave,2026-08-23T17:59:00,34,21,55
Pershing Square North,2026-08-23T17:59:00,25,35,60
E 47 St & Park Ave,2026-08-23T17:59:00,18,22,40
Broadway & W 41 St,2026-08-23T17:59:00,26,19,
W  33 St & 7 Ave,2026-08-23T17:59:00,25,25,50
6 Ave & W 33 St,2026-08-23T17:59:00,22,13,35
E 43 St & Vanderbilt Ave,2026-08-23T17:59:00,22,18,40
W 45 St & 6 Ave,2026-08-23T17:59:00,17,18,35
W 21 St & 6 Ave,2026-08-23T17:59:00,25,20,45
8 Ave & W 31 St,2026-08-23T17:59:00,25,25,50
W 20 St & 11 Ave,2026-08-23T17:59:00,14,16,30
W 26 St & 8 Ave,2026-08-23T17:59:00,20,15,35
W 17 St & 8 Ave ,2026-08-23T17:59:00,17,23,40
9 Ave & W 22 St,2026-08-23T17:59:00,15,15,30
Broadway & E 14 St,2026-08-23T17:59:00,24,26,50
Lafayette St & E 8 St,2026-08-23T17:59:00,20,25,45
E 17 St & Broadway,2026-08-23T17:59:00,22,18,40
University Pl & E 14 St,2026-08-23T17:59:00,17,18,35
Carmine St & 6 Ave,2026-08-23T17:59:00,10,20,30
Christopher St & Greenwich St,2026-08-23T17:59:00,11,19,30
E 7 St & Avenue A,2026-08-23T17:59:00,14,21,
West St & Chambers St,2026-08-23T17:59:00,22,23,45
South End Ave & Liberty St,2026-08-23T17:59:00,15,20,35
Vesey Pl & River Terrace,2026-08-23T17:59:00,25,15,40
Cleveland Pl & Spring St,2026-08-23T17:59:00,18,17,35
Broadway & Battery Pl ,2026-08-23T17:59:00,18,22,
1 Ave & E 68 St ,2026-08-23T17:59:00,15,25,40
E 72 St & York Ave,2026-08-23T17:59:00,23,12,35
Lexington Ave & E 63 St,2026-08-23T17:59:00,22,13,35
E 75 St & 3 Ave,2026-08-23T17:59:00,18,12,30
W 41 St & 8 Ave,2026-08-23T18:59:00,34,21,55
pershing square north,2026-08-23T18:59:00,24,36,60
e 47 st & park ave,2026-08-23T18:59:00,18,22,40
Broadway & W 41 St,2026-08-23T18:59:00,26,19,45
W  33 St & 7 Ave,2026-08-23T18:59:00,25,25,50
6 ave & w 33 st,2026-08-23T18:59:00,23,12,35
E 43 St & Vanderbilt Ave,2026-08-23T18:59:00,21,19,40
w 45 st & 6 ave,2026-08-23T18:59:00,18,17,35
W 21 St & 6 Ave,2026-08-23T18:59:00,25,20,45
8 Ave & W 31 St,2026-08-23T18:59:00,25,25,50
W 20 St & 11 Ave,2026-08-23T18:59:00,13,17,30
W 26 St and 8 Ave,2026-08-23T18:59:00,21,14,35
W 17 St & 8 Ave,2026-08-23T18:59:00,17,23,40
9 Ave & W 22 St,2026-08-23T18:59:00,15,15,30
Broadway & E 14 St,2026-08-23T18:59:00,24,26,50
Lafayette St & E 8 St,2026-08-23T18:59:00,20,25,45
E 17 St & Broadway,2026-08-23T18:59:00,22,18,40
University Pl & E 14 St,2026-08-23T18:59:00,17,18,35
Carmine St & 6 Ave,2026-08-23T18:59:00,9,21,30
Christopher St & Greenwich St,2026-08-23T18:59:00,11,19,30
E 7 St & Avenue A,2026-08-23T18:59:00,15,20,35
West St & Chambers St,2026-08-23T18:59:00,23,22,45
South End Ave & Liberty St,2026-08-23T18:59:00,16,19,35
Vesey Pl & River Terrace,2026-08-23T18:59:00,25,15,40
cleveland pl & spring st,2026-08-23T18:59:00,17,18,35
Broadway & Battery Pl,2026-08-23T18:59:00,18,22,40
1 Ave & E 68 St,2026-08-23T18:59:00,16,24,40
e 72 st & york ave,2026-08-23T18:59:00,22,13,35
Lexington Ave & E 63 St,2026-08-23T18:59:00,22,13,35
E 75 St & 3 Ave,2026-08-23T18:59:00,18,12,30
W 41 St & 8 Ave,2026-08-23T19:59:00,33,22,55
Pershing Square North,2026-08-23T19:59:00,25,35,60
E  47 St & Park Ave,2026-08-23T19:59:00,19,21,40
Broadway & W 41 St,2026-08-23T19:59:00,27,18,45
W 33 St & 7 Ave,2026-08-23T19:59:00,25,25,50
6 ave & w 33 st,2026-08-23T19:59:00,22,13,35
E 43 St & Vanderbilt Ave,2026-08-23T19:59:00,21,19,
W 45 St & 6 Ave,2026-08-23T19:59:00,19,16,35
w 21 st & 6 ave,2026-08-23T19:59:00,25,20,45
8 Ave & W 31 St,2026-08-23T19:59:00,25,25,50
W 20 St & 11 Ave,2026-08-23T19:59:00,13,17,30
W 26 St & 8 Ave,2026-08-23T19:59:00,22,13,35
W 17 St & 8 Ave,2026-08-23T19:59:00,17,23,40
9 Ave & W 22 St,2026-08-23T19:59:00,14,16,30
Broadway & E 14 St,2026-08-23T19:59:00,24,26,50
Lafayette St & E 8 St,2026-08-23T19:59:00,19,26,45
